Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL,Image Url,Female Nudity,Male Nudity,Nudity
1984.433.247,False,False,True,483385,,Modern and Contemporary Art,1984,Drawing,"Seated Female Nude, Facing Left",,,,,,16435,Artist, ,Wilhelm Lehmbruck,"German, Duisburg 1881–1919 Berlin", ,"Lehmbruck, Wilhelm",German,1881      ,1919      ,male,http://vocab.getty.edu/page/ulan/500019056,https://www.wikidata.org/wiki/Q551282,1910,1910,1910,Chalk on paper,24 1/2 in. × 19 in. (62.2 × 48.3 cm),"Bequest of Scofield Thayer, 1982",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/483385,,,"Metropolitan Museum of Art, New York, NY",Female Nudes,http://vocab.getty.edu/page/aat/300189568,https://www.wikidata.org/wiki/Q40446,https://images.metmuseum.org/CRDImages/ma/original/sf1984.433.247.jpg,True,,Female
1984.433.286,False,False,True,483425,,Modern and Contemporary Art,1984,Drawing,Nude,,,,,,16239,Artist, ,Egon Schiele,"Austrian, Tulln 1890–1918 Vienna", ,"Schiele, Egon",Austrian,1890      ,1918      ,male,http://vocab.getty.edu/page/ulan/500002633,https://www.wikidata.org/wiki/Q44032,1917,1917,1917,Charcoal on paper,18 1/4 x 11 3/4 in. (46.4 x 29.8 cm),"Bequest of Scofield Thayer, 1982",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/483425,,,"Metropolitan Museum of Art, New York, NY",Female Nudes,http://vocab.getty.edu/page/aat/300189568,https://www.wikidata.org/wiki/Q40446,https://images.metmuseum.org/CRDImages/ma/original/DP242757.jpg,True,,Female
1984.433.288,False,False,True,483427,,Modern and Contemporary Art,1984,Drawing,"Standing Nude, Facing Right",,,,,,16239,Artist, ,Egon Schiele,"Austrian, Tulln 1890–1918 Vienna", ,"Schiele, Egon",Austrian,1890      ,1918      ,male,http://vocab.getty.edu/page/ulan/500002633,https://www.wikidata.org/wiki/Q44032,1918,1918,1918,Charcoal on paper,18 1/4 × 11 5/8 in. (46.4 × 29.5 cm),"Bequest of Scofield Thayer, 1982",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/483427,,,"Metropolitan Museum of Art, New York, NY",Female Nudes,http://vocab.getty.edu/page/aat/300189568,https://www.wikidata.org/wiki/Q40446,https://images.metmuseum.org/CRDImages/ma/original/DP279446.jpg,True,,Female
1984.433.289,False,False,True,483428,,Modern and Contemporary Art,1984,Drawing,Torso of a Nude,,,,,,16239,Artist, ,Egon Schiele,"Austrian, Tulln 1890–1918 Vienna", ,"Schiele, Egon",Austrian,1890      ,1918      ,male,http://vocab.getty.edu/page/ulan/500002633,https://www.wikidata.org/wiki/Q44032,1918,1918,1918,Charcoal on paper,18 1/4 × 12 5/8 in. (46.4 × 32.1 cm),"Bequest of Scofield Thayer, 1982",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/483428,,,"Metropolitan Museum of Art, New York, NY",Female Nudes,http://vocab.getty.edu/page/aat/300189568,https://www.wikidata.org/wiki/Q40446,https://images.metmuseum.org/CRDImages/ma/original/DP-13068-001.jpg,True,,Female
1984.433.290,False,False,True,483430,,Modern and Contemporary Art,1984,Drawing,"Standing Nude Girl, Facing Left",,,,,,16239,Artist, ,Egon Schiele,"Austrian, Tulln 1890–1918 Vienna", ,"Schiele, Egon",Austrian,1890      ,1918      ,male,http://vocab.getty.edu/page/ulan/500002633,https://www.wikidata.org/wiki/Q44032,1918,1918,1918,Charcoal on paper,17 3/4 x 11 5/8 in. (45.1 x 29.5 cm),"Bequest of Scofield Thayer, 1982",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/483430,,,"Metropolitan Museum of Art, New York, NY",Female Nudes,http://vocab.getty.edu/page/aat/300189568,https://www.wikidata.org/wiki/Q40446,https://images.metmuseum.org/CRDImages/ma/original/DP-13069-001.jpg,True,,Female
1984.433.292,False,False,True,483432,,Modern and Contemporary Art,1984,Drawing,Reclining Model in Chemise and Stockings,,,,,,16239,Artist, ,Egon Schiele,"Austrian, Tulln 1890–1918 Vienna", ,"Schiele, Egon",Austrian,1890      ,1918      ,male,http://vocab.getty.edu/page/ulan/500002633,https://www.wikidata.org/wiki/Q44032,1917,1917,1917,Charcoal on paper,18 1/4 x 11 3/4 in. (46.4 x 29.8 cm),"Bequest of Scofield Thayer, 1982",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/483432,,,"Metropolitan Museum of Art, New York, NY",Women,http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q467,https://images.metmuseum.org/CRDImages/ma/original/DP279447.jpg,,True,Male
1984.433.293,False,False,True,483433,,Modern and Contemporary Art,1984,Drawing,Seated Nude Girl Clasping Her Left Knee,,,,,,16239,Artist, ,Egon Schiele,"Austrian, Tulln 1890–1918 Vienna", ,"Schiele, Egon",Austrian,1890      ,1918      ,male,http://vocab.getty.edu/page/ulan/500002633,https://www.wikidata.org/wiki/Q44032,1918,1918,1918,Charcoal on paper,18 1/4 × 11 3/4 in. (46.4 × 29.8 cm),"Bequest of Scofield Thayer, 1982",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/483433,,,"Metropolitan Museum of Art, New York, NY",Female Nudes,http://vocab.getty.edu/page/aat/300189568,https://www.wikidata.org/wiki/Q40446,https://images.metmuseum.org/CRDImages/ma/original/DP-13957-001.jpg,True,,Female
1984.433.295,False,False,True,483435,,Modern and Contemporary Art,1984,Drawing,The Kiss,,,,,,16239,Artist, ,Egon Schiele,"Austrian, Tulln 1890–1918 Vienna", ,"Schiele, Egon",Austrian,1890      ,1918      ,male,http://vocab.getty.edu/page/ulan/500002633,https://www.wikidata.org/wiki/Q44032,1911,1911,1911,Graphite on paper,22 × 14 3/4 in. (55.9 × 37.5 cm),"Bequest of Scofield Thayer, 1982",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/483435,,,"Metropolitan Museum of Art, New York, NY",Couples|Men|Lovers|Women,http://vocab.getty.edu/page/aat/300379217|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300188621|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q219160|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q219160|https://www.wikidata.org/wiki/Q467,https://images.metmuseum.org/CRDImages/ma/original/DP279449.jpg,True,,Female
1984.433.297,False,False,True,483437,,Modern and Contemporary Art,1984,Drawing,"Crouching Nude in Shoes and Black Stockings, Back View",,,,,,16239,Artist, ,Egon Schiele,"Austrian, Tulln 1890–1918 Vienna", ,"Schiele, Egon",Austrian,1890      ,1918      ,male,http://vocab.getty.edu/page/ulan/500002633,https://www.wikidata.org/wiki/Q44032,1912,1912,1912,"Watercolor, gouache and graphite on paper",19 × 12 3/4 in. (48.3 × 32.4 cm),"Bequest of Scofield Thayer, 1982",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/483437,https://www.wikidata.org/wiki/Q20200092,,"Metropolitan Museum of Art, New York, NY",Female Nudes,http://vocab.getty.edu/page/aat/300189568,https://www.wikidata.org/wiki/Q40446,https://images.metmuseum.org/CRDImages/ma/original/DP-13958-001.jpg,True,,Female
1984.433.298ab,True,True,True,483438,,Modern and Contemporary Art,1984,Drawing,Self-Portrait,,,,,,16239,Artist, ,Egon Schiele,"Austrian, Tulln 1890–1918 Vienna", ,"Schiele, Egon",Austrian,1890      ,1918      ,male,http://vocab.getty.edu/page/ulan/500002633,https://www.wikidata.org/wiki/Q44032,1911,1911,1911,"Watercolor, gouache, and graphite on paper","20 1/4 x 13 3/4 in. (51.4 x 34.9 cm)
","Bequest of Scofield Thayer, 1982",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/483438,https://www.wikidata.org/wiki/Q20189436,,"Metropolitan Museum of Art, New York, NY",Male Nudes|Self-portraits,http://vocab.getty.edu/page/aat/300189568|http://vocab.getty.edu/page/aat/300124534,https://www.wikidata.org/wiki/Q40446|https://www.wikidata.org/wiki/Q192110,https://images.metmuseum.org/CRDImages/ma/original/DP279450.jpg|https://images.metmuseum.org/CRDImages/ma/original/DP284713.jpg,,True,Male
1984.433.299,False,False,True,483439,,Modern and Contemporary Art,1984,Drawing,Seated Nude in Shoes and Stockings,,,,,,16239,Artist, ,Egon Schiele,"Austrian, Tulln 1890–1918 Vienna", ,"Schiele, Egon",Austrian,1890      ,1918      ,male,http://vocab.getty.edu/page/ulan/500002633,https://www.wikidata.org/wiki/Q44032,1918,1918,1918,Charcoal on paper,18 3/8 × 11 3/4 in. (46.7 × 29.8 cm),"Bequest of Scofield Thayer, 1982",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/483439,,,"Metropolitan Museum of Art, New York, NY",Female Nudes,http://vocab.getty.edu/page/aat/300189568,https://www.wikidata.org/wiki/Q40446,https://images.metmuseum.org/CRDImages/ma/original/DP279451.jpg,True,,Female
"1984.433.304a, b",False,False,True,483446,,Modern and Contemporary Art,1984,Drawing,Woman Buttoning Her Shoes (recto); Study for Reclining Nude with Arms Raised (verso),,,,,,16239,Artist, ,Egon Schiele,"Austrian, Tulln 1890–1918 Vienna", ,"Schiele, Egon",Austrian,1890      ,1918      ,male,http://vocab.getty.edu/page/ulan/500002633,https://www.wikidata.org/wiki/Q44032,1915,1915,1915,Charcoal on paper,19 x 12 1/2 in. (48.3 x 31.8 cm),"Bequest of Scofield Thayer, 1982",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/483446,,,"Metropolitan Museum of Art, New York, NY",Women|Dressing,http://vocab.getty.edu/page/aat/300025943| ,https://www.wikidata.org/wiki/Q467,https://images.metmuseum.org/CRDImages/ma/original/DP-13959-001.jpg|https://images.metmuseum.org/CRDImages/ma/original/DP-13959-002.jpg,True,,Female
1984.433.305,False,False,True,483447,,Modern and Contemporary Art,1984,Drawing,Seminude with Arms Raised,,,,,,16239,Artist, ,Egon Schiele,"Austrian, Tulln 1890–1918 Vienna", ,"Schiele, Egon",Austrian,1890      ,1918      ,male,http://vocab.getty.edu/page/ulan/500002633,https://www.wikidata.org/wiki/Q44032,1914,1914,1914,Graphite on paper,19 1/8 × 12 1/8 in. (48.6 × 30.8 cm),"Bequest of Scofield Thayer, 1982",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/483447,,,"Metropolitan Museum of Art, New York, NY",Female Nudes,http://vocab.getty.edu/page/aat/300189568,https://www.wikidata.org/wiki/Q40446,https://images.metmuseum.org/CRDImages/ma/original/DP279456.jpg,True,,Female
1984.433.306,False,False,True,483448,,Modern and Contemporary Art,1984,Drawing,Woman and Girl Embracing,,,,,,16239,Artist, ,Egon Schiele,"Austrian, Tulln 1890–1918 Vienna", ,"Schiele, Egon",Austrian,1890      ,1918      ,male,http://vocab.getty.edu/page/ulan/500002633,https://www.wikidata.org/wiki/Q44032,1918,1918,1918,Charcoal on paper,18 1/4 x 11 3/4 in. (46.4 x 29.8 cm),"Bequest of Scofield Thayer, 1982",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/483448,,,"Metropolitan Museum of Art, New York, NY",Girls|Female Nudes,http://vocab.getty.edu/page/aat/300247581|http://vocab.getty.edu/page/aat/300189568,https://www.wikidata.org/wiki/Q3031|https://www.wikidata.org/wiki/Q40446,https://images.metmuseum.org/CRDImages/ma/original/DP279457.jpg,True,,Female
1984.433.307,False,False,True,483449,,Modern and Contemporary Art,1984,Drawing,Semi-Dressed Model,,,,,,16239,Artist, ,Egon Schiele,"Austrian, Tulln 1890–1918 Vienna", ,"Schiele, Egon",Austrian,1890      ,1918      ,male,http://vocab.getty.edu/page/ulan/500002633,https://www.wikidata.org/wiki/Q44032,1917,1917,1917,Charcoal on paper,18 1/8 × 11 1/2 in. (46 × 29.2 cm),"Bequest of Scofield Thayer, 1982",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/483449,,,"Metropolitan Museum of Art, New York, NY",Female Nudes,http://vocab.getty.edu/page/aat/300189568,https://www.wikidata.org/wiki/Q40446,https://images.metmuseum.org/CRDImages/ma/original/DP279458.jpg,True,,Female
1984.433.309,False,False,True,483451,,Modern and Contemporary Art,1984,Drawing,Two Reclining Nudes,,,,,,16239,Artist, ,Egon Schiele,"Austrian, Tulln 1890–1918 Vienna", ,"Schiele, Egon",Austrian,1890      ,1918      ,male,http://vocab.getty.edu/page/ulan/500002633,https://www.wikidata.org/wiki/Q44032,1911,1911,1911,Watercolor and graphite on paper,22 1/4 x 14 1/2 in. (56.5 x 36.8 cm),"Bequest of Scofield Thayer, 1982",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/483451,,,"Metropolitan Museum of Art, New York, NY",Female Nudes,http://vocab.getty.edu/page/aat/300189568,https://www.wikidata.org/wiki/Q40446,https://images.metmuseum.org/CRDImages/ma/original/DP-13070-001.jpg,True,,Female
1984.433.310,False,False,True,483453,,Modern and Contemporary Art,1984,Drawing,Reclining Nude,,,,,,16239,Artist, ,Egon Schiele,"Austrian, Tulln 1890–1918 Vienna", ,"Schiele, Egon",Austrian,1890      ,1918      ,male,http://vocab.getty.edu/page/ulan/500002633,https://www.wikidata.org/wiki/Q44032,1918,1918,1918,Crayon on paper,11 3/4 x 18 1/4 in. (29.8 x 46.4 cm),"Bequest of Scofield Thayer, 1982",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/483453,,,"Metropolitan Museum of Art, New York, NY",Female Nudes,http://vocab.getty.edu/page/aat/300189568,https://www.wikidata.org/wiki/Q40446,https://images.metmuseum.org/CRDImages/ma/original/DP279459.jpg,True,,Female
1984.433.311,False,False,True,483454,,Modern and Contemporary Art,1984,Drawing,Observed in a Dream,,,,,,16239,Artist, ,Egon Schiele,"Austrian, Tulln 1890–1918 Vienna", ,"Schiele, Egon",Austrian,1890      ,1918      ,male,http://vocab.getty.edu/page/ulan/500002633,https://www.wikidata.org/wiki/Q44032,1911,1911,1911,Watercolor and graphite on paper,18 7/8 x 12 5/8 in. (47.9 x 32.1 cm),"Bequest of Scofield Thayer, 1982",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/483454,,,"Metropolitan Museum of Art, New York, NY",Female Nudes,http://vocab.getty.edu/page/aat/300189568,https://www.wikidata.org/wiki/Q40446,https://images.metmuseum.org/CRDImages/ma/original/DP-1586-001.jpg,True,,Female
1984.433.312,False,False,True,483455,,Modern and Contemporary Art,1984,Drawing,Couple Embracing,,,,,,16239,Artist, ,Egon Schiele,"Austrian, Tulln 1890–1918 Vienna", ,"Schiele, Egon",Austrian,1890      ,1918      ,male,http://vocab.getty.edu/page/ulan/500002633,https://www.wikidata.org/wiki/Q44032,1911,1911,1911,Graphite on paper,22 5/8 × 15 in. (57.5 × 38.1 cm),"Bequest of Scofield Thayer, 1982",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/483455,,,"Metropolitan Museum of Art, New York, NY",Couples|Men|Female Nudes,http://vocab.getty.edu/page/aat/300379217|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300189568,https://www.wikidata.org/wiki/Q219160|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q40446,https://images.metmuseum.org/CRDImages/ma/original/DP279460.jpg,True,True,Female and Male
1984.433.314,False,False,True,483457,,Modern and Contemporary Art,1984,Drawing,Reclining Nude with Boots,,,,,,16239,Artist, ,Egon Schiele,"Austrian, Tulln 1890–1918 Vienna", ,"Schiele, Egon",Austrian,1890      ,1918      ,male,http://vocab.getty.edu/page/ulan/500002633,https://www.wikidata.org/wiki/Q44032,1918,1918,1918,Charcoal on paper,"18 1/4 × 11 5/8 in. (46.4 × 29.5 cm)
","Bequest of Scofield Thayer, 1982",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/483457,,,"Metropolitan Museum of Art, New York, NY",Female Nudes,http://vocab.getty.edu/page/aat/300189568,https://www.wikidata.org/wiki/Q40446,https://images.metmuseum.org/CRDImages/ma/original/DP-1597-001.jpg,True,,Female
1984.433.315ab,False,False,True,483458,,Modern and Contemporary Art,1984,Drawing,Standing Nude with Orange Drapery (recto): Study of Nude with Arms Raised (verso),,,,,,16239,Artist, ,Egon Schiele,"Austrian, Tulln 1890–1918 Vienna", ,"Schiele, Egon",Austrian,1890      ,1918      ,male,http://vocab.getty.edu/page/ulan/500002633,https://www.wikidata.org/wiki/Q44032,1914,1914,1914,"Watercolor, gouache and graphite on paper",18 3/8 × 12 in. (46.7 × 30.5 cm),"Bequest of Scofield Thayer, 1982",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/483458,https://www.wikidata.org/wiki/Q20199773,,"Metropolitan Museum of Art, New York, NY",Female Nudes|Women,http://vocab.getty.edu/page/aat/300189568|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q40446|https://www.wikidata.org/wiki/Q467,https://images.metmuseum.org/CRDImages/ma/original/DP-13960-001.jpg|https://images.metmuseum.org/CRDImages/ma/original/sf1984.433.315b.jpg,True,,Female
1984.433.316,False,False,True,483459,,Modern and Contemporary Art,1984,Drawing,Nude in Black Stockings,,,,,,16239,Artist, ,Egon Schiele,"Austrian, Tulln 1890–1918 Vienna", ,"Schiele, Egon",Austrian,1890      ,1918      ,male,http://vocab.getty.edu/page/ulan/500002633,https://www.wikidata.org/wiki/Q44032,1917,1917,1917,"Opaque watercolor, watercolor, and charcoal on paper",18 1/8 x 11 5/8 in. (46 x 29.5 cm),"Bequest of Scofield Thayer, 1982",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/483459,,,"Metropolitan Museum of Art, New York, NY",Female Nudes,http://vocab.getty.edu/page/aat/300189568,https://www.wikidata.org/wiki/Q40446,https://images.metmuseum.org/CRDImages/ma/original/DP-13072-001.jpg,True,,Female
1984.433.317,False,False,True,483460,,Modern and Contemporary Art,1984,Drawing,Torso of a Seated Woman with Boots,,,,,,16239,Artist, ,Egon Schiele,"Austrian, Tulln 1890–1918 Vienna", ,"Schiele, Egon",Austrian,1890      ,1918      ,male,http://vocab.getty.edu/page/ulan/500002633,https://www.wikidata.org/wiki/Q44032,1918,1918,1918,Charcoal on paper,18 x 11 5/8 in. (45.7 x 29.5 cm),"Bequest of Scofield Thayer, 1982",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/483460,,,"Metropolitan Museum of Art, New York, NY",Boots|Female Nudes,http://vocab.getty.edu/page/aat/300046057|http://vocab.getty.edu/page/aat/300189568,https://www.wikidata.org/wiki/Q190868|https://www.wikidata.org/wiki/Q40446,https://images.metmuseum.org/CRDImages/ma/original/DP279461.jpg,True,,Female
1984.548.1,False,False,True,483812,,Modern and Contemporary Art,1984,Drawing,Seated Nude with Raised Arms,,,,,,16213,Artist, ,Amedeo Modigliani,"Italian, Livorno 1884–1920 Paris", ,"Modigliani, Amedeo",Italian,1884      ,1920      ,male,http://vocab.getty.edu/page/ulan/500026509,https://www.wikidata.org/wiki/Q120993,ca. 1916,1916,1916,Graphite on paper,10 × 6 in. (25.4 × 15.2 cm),"Gift of Harold and Rose Kovner, 1984",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/483812,,,"Metropolitan Museum of Art, New York, NY",Female Nudes,http://vocab.getty.edu/page/aat/300189568,https://www.wikidata.org/wiki/Q40446,https://images.metmuseum.org/CRDImages/ma/original/sf1984.548.1.JPG,True,,Female
1984.548.2,False,False,True,483813,,Modern and Contemporary Art,1984,Drawing,Seated Nude,,,,,,16213,Artist, ,Amedeo Modigliani,"Italian, Livorno 1884–1920 Paris", ,"Modigliani, Amedeo",Italian,1884      ,1920      ,male,http://vocab.getty.edu/page/ulan/500026509,https://www.wikidata.org/wiki/Q120993,ca. 1916,1916,1916,Graphite on paper,10 × 6 in. (25.4 × 15.2 cm),"Gift of Harold and Rose Kovner, 1984",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/483813,,,"Metropolitan Museum of Art, New York, NY",Female Nudes,http://vocab.getty.edu/page/aat/300189568,https://www.wikidata.org/wiki/Q40446,https://images.metmuseum.org/CRDImages/ma/original/sf1984.548.2.JPG,True,,Female
1984.548.3,False,False,True,483814,,Modern and Contemporary Art,1984,Drawing,Seated Nude with Propped-up Arm,,,,,,16213,Artist, ,Amedeo Modigliani,"Italian, Livorno 1884–1920 Paris", ,"Modigliani, Amedeo",Italian,1884      ,1920      ,male,http://vocab.getty.edu/page/ulan/500026509,https://www.wikidata.org/wiki/Q120993,ca. 1916,1916,1916,Graphite on paper,10 × 6 in. (25.4 × 15.2 cm),"Gift of Harold and Rose Kovner, 1984",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/483814,,,"Metropolitan Museum of Art, New York, NY",Female Nudes,http://vocab.getty.edu/page/aat/300189568,https://www.wikidata.org/wiki/Q40446,https://images.metmuseum.org/CRDImages/ma/original/sf1984.548.3.JPG,True,,Female
